,id,borough,neighbourhood,host_id,availability_365
21676,17417489,queens,astoria,49117269,47
21677,17417619,brooklyn,kensington,21697069,0
21678,17418006,queens,cambria heights,110858930,263
21679,17418177,brooklyn,crown heights,95341719,271
21680,17420345,brooklyn,east flatbush,106272021,43
21681,17420370,brooklyn,bedford-stuyvesant,76186812,0
21682,17420832,brooklyn,borough park,25426687,342
21683,17423245,manhattan,east harlem,16145840,9
21684,17423343,manhattan,washington heights,13392996,166
21685,17423413,queens,howard beach,59900881,0
21686,17430505,brooklyn,east flatbush,42835213,54
21687,17430853,queens,rego park,113558700,361
21688,17430920,manhattan,roosevelt island,117922187,88
21689,17431995,manhattan,gramercy,117932348,62
21690,17432325,brooklyn,bedford-stuyvesant,29655230,87
21691,17432700,queens,long island city,117930151,364
21692,17433291,brooklyn,williamsburg,117941939,277
21693,17433538,brooklyn,east flatbush,117945802,0
21694,17433572,manhattan,harlem,1261480,361
21695,17434977,brooklyn,williamsburg,49704571,156
21696,17435074,brooklyn,sheepshead bay,117962524,0
21697,17437772,manhattan,harlem,200243,293
21698,17441150,brooklyn,bedford-stuyvesant,74104595,42
21699,17442248,manhattan,upper west side,17687105,0
21700,17446640,brooklyn,greenpoint,118084951,1
21701,17447150,manhattan,upper west side,15145088,346
21702,17447168,brooklyn,williamsburg,30054890,0
21703,17448930,brooklyn,williamsburg,118110284,43
21704,17450190,manhattan,midtown,28584159,89
21705,17450196,queens,long island city,4378763,332
21706,17455952,manhattan,harlem,12767750,0
21707,17456123,brooklyn,bushwick,48534640,0
21708,17456705,manhattan,hell's kitchen,20851517,8
21709,17456932,manhattan,upper west side,5635997,108
21710,17457160,brooklyn,prospect heights,432867,6
21711,17457491,brooklyn,bushwick,118199454,35
21712,17458077,manhattan,flatiron district,2610519,0
21713,17458291,queens,south ozone park,38294216,300
21714,17458415,manhattan,west village,118208750,0
21715,17459791,manhattan,upper west side,12588825,0
21716,17459930,brooklyn,williamsburg,118226205,42
21717,17460510,manhattan,harlem,1397707,127
21718,17461281,manhattan,harlem,4173425,11
21719,17461341,brooklyn,bedford-stuyvesant,109773614,0
21720,17461591,manhattan,hell's kitchen,2522596,0
21721,17463059,manhattan,harlem,116889152,45
21722,17463419,queens,ridgewood,33116792,13
21723,17463985,brooklyn,bedford-stuyvesant,1377444,60
21724,17464043,brooklyn,williamsburg,49166783,0
21725,17464151,manhattan,upper west side,118276455,271
21726,17465159,manhattan,east village,12302104,251
21727,17465199,manhattan,greenwich village,3637890,0
21728,17473754,brooklyn,bedford-stuyvesant,5684780,0
21729,17475107,bronx,schuylerville,86108833,5
21730,17475711,staten island,st. george,2464187,0
21731,17476768,brooklyn,williamsburg,118378908,297
21732,17476990,brooklyn,bedford-stuyvesant,32357613,0
21733,17477606,brooklyn,williamsburg,118378908,325
21734,17477768,brooklyn,crown heights,4035291,89
21735,17477830,brooklyn,bushwick,118341133,0
21736,17477888,brooklyn,williamsburg,2861103,0
21737,17478246,brooklyn,williamsburg,118394855,0
21738,17478780,queens,corona,118400082,242
21739,17479736,manhattan,harlem,52129673,0
21740,17479792,manhattan,lower east side,1730026,166
21741,17480159,queens,jamaica,105315839,294
21742,17480275,manhattan,morningside heights,115227524,0
21743,17480547,brooklyn,bushwick,83351115,0
21744,17481087,manhattan,chelsea,24037775,0
21745,17481484,brooklyn,crown heights,118430352,0
21746,17482187,manhattan,kips bay,7275333,33
21747,17489509,brooklyn,greenpoint,8435480,32
21748,17493275,brooklyn,clinton hill,775409,54
21749,17493355,manhattan,upper west side,17477908,338
21750,17494289,manhattan,gramercy,118539035,167
21751,17494449,brooklyn,bushwick,27522582,0
21752,17495518,manhattan,upper east side,118554120,0
21753,17495819,manhattan,washington heights,11968765,60
21754,17495862,brooklyn,crown heights,90215210,84
21755,17496194,queens,astoria,15864671,83
21756,17496320,queens,rego park,47735494,0
21757,17496511,manhattan,soho,118547015,0
21758,17497776,manhattan,harlem,114093125,48
21759,17497867,brooklyn,williamsburg,1923413,0
21760,17497948,manhattan,civic center,8381084,8
21761,17499587,manhattan,midtown,46599828,0
21762,17500539,brooklyn,fort hamilton,37519641,313
21763,17500994,brooklyn,canarsie,87889145,240
21764,17501131,brooklyn,flatbush,16356565,1
21765,17505594,manhattan,harlem,11620529,0
21766,17506469,brooklyn,williamsburg,53759518,0
21767,17508300,manhattan,west village,1647256,0
21768,17508709,manhattan,hell's kitchen,3191545,365
21769,17508940,manhattan,washington heights,32788186,33
21770,17509152,brooklyn,williamsburg,118378908,303
21771,17510128,manhattan,hell's kitchen,3191545,364
21772,17510130,manhattan,hell's kitchen,3191545,115
21773,17510136,manhattan,hell's kitchen,3191545,364
21774,17510139,manhattan,midtown,3191545,364
21775,17510140,manhattan,hell's kitchen,3191545,364
21776,17510141,manhattan,theater district,3191545,364
21777,17510666,manhattan,hell's kitchen,3191545,364
21778,17511694,manhattan,midtown,17770287,203
21779,17512277,manhattan,murray hill,17770287,339
21780,17512282,manhattan,murray hill,3191545,365
21781,17512466,manhattan,midtown,17770287,332
21782,17512553,brooklyn,williamsburg,57050977,0
21783,17512883,manhattan,murray hill,3191545,365
21784,17512898,manhattan,greenwich village,11427289,0
21785,17512944,manhattan,upper east side,45595980,58
21786,17513491,queens,astoria,971418,273
21787,17513537,brooklyn,fort greene,118727691,303
21788,17515391,brooklyn,south slope,10896859,89
21789,17515547,manhattan,little italy,118745519,189
21790,17515734,brooklyn,bedford-stuyvesant,96479013,63
21791,17515870,manhattan,financial district,118753490,0
21792,17516489,manhattan,washington heights,1273890,331
21793,17517940,queens,woodhaven,114104868,365
21794,17520324,brooklyn,williamsburg,114463720,209
21795,17520883,manhattan,harlem,101672721,0
21796,17522686,brooklyn,prospect heights,25227079,0
21797,17524047,brooklyn,downtown brooklyn,118695056,11
21798,17524075,manhattan,lower east side,15730200,0
21799,17524441,manhattan,east village,13137787,0
21800,17524862,manhattan,harlem,2054816,0
21801,17525806,brooklyn,east flatbush,48618586,0
21802,17526131,brooklyn,bedford-stuyvesant,118839909,159
21803,17527515,manhattan,inwood,8753629,13
21804,17527586,manhattan,gramercy,117385673,0
21805,17529164,bronx,fordham,11070120,186
21806,17529216,manhattan,east harlem,7920086,0
21807,17529637,manhattan,east village,855079,0
21808,17531292,queens,flushing,105225699,174
21809,17531493,manhattan,upper west side,78254013,0
21810,17531524,brooklyn,clinton hill,22607793,0
21811,17532756,manhattan,east village,105025187,0
21812,17532802,brooklyn,sunset park,118913632,0
21813,17533091,manhattan,upper east side,27624941,145
21814,17533911,manhattan,east village,1097545,43
21815,17534186,brooklyn,williamsburg,10348014,0
21816,17534189,brooklyn,bedford-stuyvesant,27844914,72
21817,17537893,manhattan,west village,18037301,173
21818,17538067,brooklyn,bedford-stuyvesant,21369808,0
21819,17539341,manhattan,washington heights,7188712,0
21820,17539385,manhattan,upper east side,7070648,20
21821,17539808,brooklyn,bedford-stuyvesant,1704042,19
21822,17540291,brooklyn,carroll gardens,2063421,0
21823,17541599,manhattan,east harlem,6811053,0
21824,17541761,brooklyn,bushwick,19177308,155
21825,17542694,brooklyn,crown heights,41191579,0
21826,17542798,manhattan,lower east side,40935862,90
21827,17543074,manhattan,chinatown,13848780,207
21828,17543568,brooklyn,bushwick,71126864,310
21829,17543905,manhattan,chelsea,7976263,0
21830,17544058,manhattan,upper east side,94100043,0
21831,17544220,manhattan,upper east side,94100043,0
21832,17545123,bronx,longwood,119027851,36
21833,17545363,brooklyn,fort hamilton,119029523,312
21834,17545558,manhattan,east village,12302104,238
21835,17545775,brooklyn,williamsburg,15266675,0
21836,17547029,brooklyn,bushwick,28786801,0
21837,17548575,manhattan,murray hill,118870308,0
21838,17549299,manhattan,hell's kitchen,7427325,0
21839,17552185,brooklyn,park slope,117035626,0
21840,17552513,brooklyn,williamsburg,1197823,0
21841,17552955,manhattan,washington heights,118270996,0
21842,17554081,brooklyn,williamsburg,119125703,37
21843,17554298,staten island,huguenot,76840423,136
21844,17554541,brooklyn,park slope,5817532,42
21845,17554889,manhattan,east village,33955029,0
21846,17554981,manhattan,upper west side,5162192,216
21847,17555918,manhattan,chelsea,3650456,0
21848,17556208,manhattan,harlem,5524401,0
21849,17556509,brooklyn,williamsburg,1659170,0
21850,17557517,manhattan,upper west side,43685722,0
21851,17557873,brooklyn,windsor terrace,10475653,243
21852,17558336,brooklyn,bushwick,119173203,0
21853,17558802,queens,astoria,15219324,188
21854,17559679,brooklyn,carroll gardens,119190733,0
21855,17560078,manhattan,upper east side,66519807,0
21856,17560543,manhattan,harlem,117851567,0
21857,17561119,manhattan,midtown,80479138,71
21858,17568601,brooklyn,bedford-stuyvesant,14759473,0
21859,17568638,manhattan,east village,3095778,0
21860,17569080,manhattan,harlem,42555896,327
21861,17569246,brooklyn,bushwick,19177308,140
21862,17569280,brooklyn,bushwick,1420715,170
21863,17571026,manhattan,lower east side,6335895,14
21864,17572926,manhattan,upper east side,36578169,0
21865,17573027,manhattan,financial district,1794149,0
21866,17573354,brooklyn,greenpoint,24580054,0
21867,17573621,queens,glendale,331658,104
21868,17574134,brooklyn,crown heights,79820757,136
21869,17576849,brooklyn,east new york,74179880,343
21870,17583732,brooklyn,williamsburg,1750299,189
21871,17583983,bronx,kingsbridge,105394139,71
21872,17584136,manhattan,chelsea,117263759,252
21873,17585139,manhattan,greenwich village,51752603,0
21874,17586014,brooklyn,south slope,119466544,0
21875,17587000,queens,jamaica,55125246,159
21876,17587833,manhattan,murray hill,119483929,0
21877,17589815,manhattan,chinatown,64610450,0
21878,17590729,manhattan,harlem,35529867,0
21879,17591010,brooklyn,bushwick,4844209,0
21880,17591278,manhattan,chelsea,86602555,42
21881,17591356,manhattan,upper east side,99245631,0
21882,17591452,brooklyn,brighton beach,119523037,85
21883,17593461,queens,fresh meadows,119548006,3
21884,17599762,brooklyn,cobble hill,5800161,324
21885,17600777,brooklyn,prospect-lefferts gardens,100106209,303
21886,17601315,manhattan,nolita,975819,0
21887,17601960,manhattan,hell's kitchen,16064049,0
21888,17602108,manhattan,east village,119623927,332
21889,17603059,manhattan,midtown,5925984,357
21890,17604613,manhattan,harlem,29893675,0
21891,17604756,brooklyn,brooklyn heights,54861276,0
21892,17605255,brooklyn,crown heights,119634559,0
21893,17605478,brooklyn,bushwick,119155499,325
21894,17605729,manhattan,east village,90731801,0
21895,17606753,brooklyn,bushwick,119155499,337
21896,17606850,brooklyn,bedford-stuyvesant,119669258,88
21897,17607488,brooklyn,bedford-stuyvesant,119667654,0
21898,17609502,queens,jamaica,119592255,345
21899,17609541,brooklyn,bushwick,119155499,350
21900,17610016,brooklyn,bedford-stuyvesant,59262205,121
21901,17610023,brooklyn,prospect heights,1522383,0
21902,17610059,manhattan,chelsea,13492085,0
21903,17610107,manhattan,chinatown,119706589,212
21904,17611001,queens,jamaica,55125246,180
21905,17617905,queens,sunnyside,13561853,45
21906,17618446,manhattan,harlem,119779683,62
21907,17618772,brooklyn,crown heights,10015020,0
21908,17618903,brooklyn,gowanus,95921812,0
21909,17619003,manhattan,upper east side,88326259,234
21910,17620638,brooklyn,fort greene,19289048,66
21911,17624190,queens,ditmars steinway,100656374,299
21912,17624400,manhattan,west village,92294213,0
21913,17624418,brooklyn,bay ridge,6978404,46
21914,17625485,brooklyn,flatbush,7824337,161
21915,17625707,brooklyn,prospect-lefferts gardens,8314232,0
21916,17625824,brooklyn,bedford-stuyvesant,79882333,0
21917,17626236,queens,ridgewood,54637605,16
21918,17629651,brooklyn,flatbush,33510,41
21919,17631431,manhattan,upper east side,10737943,99
21920,17632458,queens,ridgewood,44582082,0
21921,17632790,brooklyn,coney island,114736959,364
21922,17632840,brooklyn,coney island,114736959,125
21923,17633820,manhattan,greenwich village,9132087,0
21924,17634206,manhattan,hell's kitchen,119930068,0
21925,17634485,manhattan,flatiron district,99242527,194
21926,17635051,manhattan,upper east side,16261195,0
21927,17635569,brooklyn,cobble hill,119941037,0
21928,17637439,brooklyn,williamsburg,7501534,0
21929,17637673,manhattan,chelsea,119959551,0
21930,17638709,brooklyn,park slope,119967955,117
21931,17640413,brooklyn,bedford-stuyvesant,44709817,0
21932,17641480,brooklyn,crown heights,2412748,0
21933,17641625,manhattan,east village,836353,15
21934,17642625,brooklyn,bushwick,21877498,0
21935,17645939,brooklyn,flatbush,103361884,3
21936,17649690,queens,rego park,120082555,278
21937,17651607,queens,astoria,9683962,0
21938,17651741,brooklyn,bedford-stuyvesant,23192585,0
21939,17652158,brooklyn,williamsburg,38593087,120
21940,17654277,queens,bayside,116746802,148
21941,17654611,queens,long island city,105372357,112
21942,17655017,queens,long island city,120137482,0
21943,17662532,brooklyn,williamsburg,34745360,0
21944,17664316,brooklyn,bedford-stuyvesant,13416818,0
21945,17664413,bronx,olinville,45671454,0
21946,17665016,brooklyn,williamsburg,118378908,229
21947,17665855,manhattan,inwood,13860679,147
21948,17665943,queens,east elmhurst,119987770,361
21949,17665996,queens,edgemere,18660750,324
21950,17666011,manhattan,upper west side,120245256,0
21951,17666300,manhattan,soho,120250860,343
21952,17666780,brooklyn,bedford-stuyvesant,120256797,178
21953,17667188,queens,rego park,120261070,0
21954,17667194,brooklyn,bushwick,8784337,0
21955,17667585,brooklyn,williamsburg,42727726,0
21956,17667639,manhattan,upper west side,43907907,31
21957,17669272,manhattan,hell's kitchen,110081618,0
21958,17669480,brooklyn,bedford-stuyvesant,112814443,268
21959,17669561,brooklyn,east new york,57862648,88
21960,17669867,manhattan,inwood,18217011,323
21961,17670245,brooklyn,flatbush,2263722,0
21962,17677710,brooklyn,bushwick,93148942,0
21963,17678601,brooklyn,bedford-stuyvesant,107947878,235
21964,17679645,manhattan,harlem,51594665,0
21965,17679822,manhattan,harlem,120393659,238
21966,17680363,manhattan,upper east side,56840569,340
21967,17680566,brooklyn,williamsburg,118378908,332
21968,17680571,brooklyn,bedford-stuyvesant,3811546,217
21969,17680909,queens,fresh meadows,119548006,2
21970,17681190,brooklyn,williamsburg,22019825,0
21971,17681470,brooklyn,bedford-stuyvesant,60244293,0
21972,17682081,brooklyn,brooklyn heights,9028424,8
21973,17682208,brooklyn,bushwick,11392003,9
21974,17682543,manhattan,greenwich village,97266110,365
21975,17682843,queens,astoria,117195769,365
21976,17682955,manhattan,harlem,54677014,160
21977,17683202,brooklyn,park slope,1721381,0
21978,17683903,brooklyn,prospect-lefferts gardens,21725994,82
21979,17684067,brooklyn,flatbush,119737270,175
21980,17684098,manhattan,morningside heights,19884477,0
21981,17684151,brooklyn,south slope,25054395,192
21982,17684277,brooklyn,flatbush,119737270,0
21983,17684359,manhattan,chelsea,119829743,0
21984,17684828,queens,ditmars steinway,120456470,77
21985,17684912,brooklyn,bedford-stuyvesant,6274742,0
21986,17686461,queens,long island city,79105834,300
21987,17690331,brooklyn,bushwick,58953152,0
21988,17690699,brooklyn,south slope,64401976,248
21989,17691601,brooklyn,flatbush,3249903,0
21990,17692275,brooklyn,flatbush,3249903,188
21991,17692837,manhattan,harlem,27378293,342
21992,17692964,manhattan,tribeca,6198824,0
21993,17694203,brooklyn,south slope,50755667,98
21994,17695571,brooklyn,fort greene,14768609,15
21995,17697164,manhattan,murray hill,120570941,0
21996,17697781,manhattan,financial district,120577730,47
21997,17697886,brooklyn,park slope,120577640,89
21998,17698189,queens,long island city,79105834,281
21999,17698990,queens,long island city,79105834,301
22000,17699556,brooklyn,crown heights,10714931,37
22001,17699647,brooklyn,williamsburg,11524572,18
22002,17699790,manhattan,midtown,120599606,0
22003,17701658,manhattan,upper east side,10661558,148
22004,17702057,manhattan,upper east side,26177358,4
22005,17702242,manhattan,upper east side,10661558,155
22006,17702320,manhattan,upper east side,10661558,147
22007,17707963,queens,jamaica,119592255,365
22008,17710717,brooklyn,bedford-stuyvesant,18481424,0
22009,17710842,brooklyn,brooklyn heights,387844,0
22010,17711806,brooklyn,bedford-stuyvesant,28573,144
22011,17712166,manhattan,washington heights,43098504,83
22012,17712552,brooklyn,crown heights,73756811,0
22013,17712998,manhattan,east village,40031815,0
22014,17713865,manhattan,upper east side,7475363,287
22015,17714306,brooklyn,crown heights,53972872,0
22016,17716140,brooklyn,flatbush,120761466,363
22017,17716205,brooklyn,downtown brooklyn,26980460,0
22018,17716225,brooklyn,prospect-lefferts gardens,84548731,6
22019,17716237,manhattan,upper east side,4812440,0
22020,17716523,staten island,arrochar,41398005,219
22021,17717593,brooklyn,dumbo,7854459,88
22022,17717799,queens,flushing,120767920,355
22023,17718694,brooklyn,bushwick,4933848,0
22024,17719353,brooklyn,gravesend,89197711,0
22025,17719502,brooklyn,bedford-stuyvesant,29055402,23
22026,17725136,brooklyn,bushwick,45387487,1
22027,17728208,manhattan,east village,95306427,0
22028,17728927,manhattan,upper west side,62641345,37
22029,17729060,manhattan,nolita,4135793,0
22030,17729625,brooklyn,bushwick,120890372,271
22031,17730019,brooklyn,bedford-stuyvesant,101435219,270
22032,17730390,brooklyn,bedford-stuyvesant,13416818,0
22033,17730939,bronx,pelham gardens,369015,104
22034,17730964,brooklyn,bedford-stuyvesant,41847916,0
22035,17731252,brooklyn,prospect heights,9263625,13
22036,17731335,queens,astoria,120906593,67
22037,17731370,bronx,morris heights,120906241,0
22038,17731891,brooklyn,bath beach,120725189,334
22039,17735101,manhattan,hell's kitchen,25651976,11
22040,17735156,staten island,west brighton,4204783,276
22041,17735639,staten island,west brighton,4204783,315
22042,17735760,manhattan,upper west side,9215977,63
22043,17737245,brooklyn,bedford-stuyvesant,43045034,0
22044,17737925,brooklyn,williamsburg,120989542,0
22045,17738174,queens,bayside,116746802,96
22046,17738717,queens,rosedale,6166708,0
22047,17739111,brooklyn,brighton beach,119523037,1
22048,17741347,manhattan,upper east side,3435092,187
22049,17743697,manhattan,harlem,14746465,157
22050,17744351,brooklyn,fort hamilton,119029523,295
22051,17746222,manhattan,harlem,16721721,0
22052,17748284,queens,astoria,25196982,9
22053,17749273,queens,woodside,121096858,0
22054,17750238,manhattan,inwood,13860679,179
22055,17750380,brooklyn,williamsburg,611109,192
22056,17750513,brooklyn,williamsburg,121109701,44
22057,17750661,manhattan,inwood,13860679,180
22058,17751140,queens,east elmhurst,119987770,322
22059,17751338,brooklyn,bay ridge,19222653,353
22060,17751792,brooklyn,prospect heights,105315535,281
22061,17752493,manhattan,chelsea,20926711,113
22062,17752907,brooklyn,bushwick,65068375,0
22063,17753121,queens,ridgewood,121141615,0
22064,17754072,queens,east elmhurst,26432133,80
22065,17756109,manhattan,midtown,7050126,0
22066,17757976,manhattan,gramercy,121185129,177
22067,17759478,brooklyn,bedford-stuyvesant,88043058,358
22068,17759482,manhattan,lower east side,32012247,0
22069,17759520,manhattan,harlem,3726131,72
22070,17759694,brooklyn,williamsburg,17041154,170
22071,17762218,brooklyn,williamsburg,22570120,48
22072,17762525,manhattan,chelsea,19824881,0
22073,17762733,manhattan,east harlem,114477998,208
22074,17762827,brooklyn,crown heights,1898704,0
22075,17763622,manhattan,east harlem,114477998,237
22076,17763785,manhattan,hell's kitchen,120381434,0
22077,17764129,brooklyn,williamsburg,121244117,0
22078,17764355,staten island,tompkinsville,1715301,173
22079,17764691,manhattan,upper west side,120951063,0
22080,17765198,queens,bayside,116746802,145
22081,17765395,queens,bayside,116746802,169
22082,17765398,brooklyn,greenpoint,46504226,157
22083,17765841,queens,flushing,23234988,265
22084,17766580,manhattan,lower east side,4223227,0
22085,17771762,brooklyn,bushwick,9864136,342
22086,17771811,staten island,tompkinsville,48331309,0
22087,17774316,manhattan,east harlem,121352443,0
22088,17774731,manhattan,east harlem,45006492,156
22089,17774810,queens,ridgewood,29546670,5
22090,17774890,brooklyn,crown heights,20378750,8
22091,17774989,manhattan,harlem,121359320,0
22092,17776104,manhattan,east harlem,38772311,0
22093,17776390,brooklyn,bushwick,121130063,364
22094,17776554,brooklyn,bushwick,121130063,362
22095,17777286,manhattan,east harlem,45006492,1
22096,17777654,queens,springfield gardens,121391142,0
22097,17778366,queens,rockaway beach,10910171,133
22098,17778781,brooklyn,williamsburg,120567010,0
22099,17778941,brooklyn,bedford-stuyvesant,43052484,34
22100,17779504,queens,springfield gardens,121391142,0
22101,17779879,manhattan,upper west side,18140569,0
22102,17780857,brooklyn,kensington,121429669,365
22103,17781440,queens,jamaica,55125246,180
22104,17786762,manhattan,hell's kitchen,945880,0
22105,17788697,brooklyn,bedford-stuyvesant,3682941,66
22106,17790276,brooklyn,flatlands,116754031,180
22107,17790958,manhattan,nolita,49651890,40
22108,17791461,brooklyn,bushwick,5121858,365
22109,17791464,queens,long island city,57643057,173
22110,17791938,brooklyn,brooklyn heights,16302498,117
22111,17792429,brooklyn,williamsburg,28876335,0
22112,17792856,queens,astoria,73610315,0
22113,17793180,brooklyn,bushwick,106046570,269
22114,17793185,brooklyn,prospect heights,3803423,0
22115,17793963,manhattan,east village,121574038,111
22116,17794915,manhattan,harlem,121585653,0
22117,17796480,queens,jackson heights,100812175,306
22118,17797691,manhattan,upper east side,70543663,0
22119,17806646,brooklyn,bushwick,29952340,74
22120,17808825,brooklyn,canarsie,121612198,305
22121,17808917,manhattan,upper east side,85218001,0
22122,17809161,manhattan,east village,1872051,0
22123,17809303,queens,sunnyside,1495021,95
22124,17809310,brooklyn,crown heights,10714931,67
22125,17809649,manhattan,east harlem,76534284,0
22126,17811033,manhattan,financial district,96735804,272
22127,17812444,manhattan,west village,54850437,22
22128,17812919,manhattan,east harlem,6430476,267
22129,17813679,brooklyn,crown heights,15400695,0
22130,17813907,manhattan,murray hill,9127398,0
22131,17814209,manhattan,upper east side,95785961,28
22132,17817203,queens,astoria,121802962,5
22133,17819994,brooklyn,park slope,20846509,0
22134,17820343,manhattan,upper east side,30283594,336
22135,17822626,brooklyn,prospect-lefferts gardens,29510483,0
22136,17824129,manhattan,midtown,102763353,0
22137,17824351,manhattan,east village,30381715,0
22138,17825100,brooklyn,clinton hill,48243500,0
22139,17826827,brooklyn,greenpoint,5626253,0
22140,17828289,brooklyn,bedford-stuyvesant,105018962,0
22141,17828438,manhattan,east village,23089531,27
22142,17829241,brooklyn,east new york,74179880,360
22143,17829947,brooklyn,williamsburg,81141009,0
22144,17830470,brooklyn,crown heights,22659263,96
22145,17831929,brooklyn,flatbush,11136995,0
22146,17832970,brooklyn,brighton beach,119523037,1
22147,17835503,manhattan,harlem,46506241,0
22148,17839052,brooklyn,south slope,119466544,179
22149,17839487,brooklyn,bedford-stuyvesant,122012905,0
22150,17839944,manhattan,harlem,122026078,98
22151,17840284,manhattan,washington heights,122028274,0
22152,17840682,manhattan,chelsea,122032246,0
22153,17841354,brooklyn,williamsburg,122038353,198
22154,17842111,bronx,kingsbridge,122044895,86
22155,17842115,brooklyn,bedford-stuyvesant,68228552,82
22156,17842170,brooklyn,bedford-stuyvesant,122044489,130
22157,17843168,manhattan,upper west side,112335936,17
22158,17843998,manhattan,east village,23089531,264
22159,17844130,brooklyn,brooklyn heights,101127101,0
22160,17844682,manhattan,hell's kitchen,22456949,46
22161,17845507,brooklyn,south slope,122079426,0
22162,17845650,manhattan,midtown,121620125,0
22163,17847040,manhattan,midtown,31451454,263
22164,17848298,manhattan,morningside heights,9871522,0
22165,17848627,manhattan,harlem,122118705,218
22166,17848657,brooklyn,navy yard,12117418,0
22167,17848838,brooklyn,bedford-stuyvesant,57651976,0
22168,17849234,manhattan,chelsea,6945333,365
22169,17853353,bronx,pelham gardens,48106825,339
22170,17855771,brooklyn,williamsburg,34745360,0
22171,17856672,manhattan,harlem,53978622,268
22172,17857431,brooklyn,crown heights,2065971,0
22173,17857890,brooklyn,brooklyn heights,25502436,363
22174,17858824,brooklyn,clinton hill,611137,6
22175,17860067,brooklyn,bushwick,7573472,0
22176,17860607,manhattan,financial district,10914834,225
22177,17860684,manhattan,midtown,41069190,0
22178,17861841,brooklyn,sheepshead bay,47591528,82
22179,17863000,brooklyn,greenpoint,451032,3
22180,17864665,manhattan,upper east side,4059918,221
22181,17865806,queens,jamaica,5828830,0
22182,17865967,queens,astoria,100128949,341
22183,17866018,brooklyn,bushwick,122283834,175
22184,17866206,brooklyn,coney island,114736959,144
22185,17866302,manhattan,harlem,22089863,280
22186,17872922,brooklyn,williamsburg,30494797,45
22187,17874595,manhattan,east harlem,122372251,0
22188,17875002,manhattan,east village,10387304,329
22189,17875156,brooklyn,bushwick,56076854,316
22190,17876530,bronx,allerton,11305944,87
22191,17876921,brooklyn,williamsburg,47054725,0
22192,17877959,brooklyn,flatlands,116754031,363
22193,17879131,manhattan,chelsea,122419373,288
22194,17880254,bronx,kingsbridge,9808458,365
22195,17880865,brooklyn,crown heights,59654765,0
22196,17881079,brooklyn,greenpoint,17232044,24
22197,17881120,manhattan,chinatown,122442440,68
22198,17881234,brooklyn,bedford-stuyvesant,2581995,7
22199,17881553,brooklyn,crown heights,22384027,220
22200,17887213,brooklyn,bedford-stuyvesant,17859338,243
22201,17887871,brooklyn,greenpoint,122513490,20
22202,17888337,queens,flushing,120767920,172
22203,17889021,queens,ditmars steinway,17739345,0
22204,17891040,brooklyn,bay ridge,55981584,0
22205,17892114,manhattan,midtown,6716330,86
22206,17892835,brooklyn,crown heights,25753120,0
22207,17892920,queens,long island city,14991730,173
22208,17893008,manhattan,chinatown,39832770,0
22209,17893069,manhattan,greenwich village,10838291,0
22210,17893797,manhattan,harlem,26821811,0
22211,17897913,queens,maspeth,92561578,309
22212,17899730,bronx,tremont,94382194,179
22213,17899990,brooklyn,sunset park,92963740,20
22214,17900193,manhattan,lower east side,122650568,0
22215,17900243,brooklyn,greenpoint,1481058,0
22216,17900681,manhattan,upper west side,8748472,0
22217,17902970,manhattan,hell's kitchen,122679380,43
22218,17904788,brooklyn,williamsburg,12194903,0
22219,17905460,brooklyn,bushwick,8288491,0
22220,17905479,manhattan,chelsea,4253817,49
22221,17905970,queens,middle village,122714664,89
22222,17906420,brooklyn,bedford-stuyvesant,6899124,0
22223,17906601,brooklyn,prospect heights,122722874,80
22224,17906990,manhattan,upper east side,23377863,7
22225,17907935,manhattan,morningside heights,77809736,0
22226,17908179,brooklyn,clinton hill,5502239,0
22227,17908331,manhattan,tribeca,4601948,18
22228,17915565,manhattan,upper west side,80508435,0
22229,17919742,brooklyn,bushwick,8894559,1
22230,17922181,manhattan,upper west side,5162192,161
22231,17922242,manhattan,east village,14135981,363
22232,17923165,manhattan,west village,47056437,0
22233,17923261,queens,middle village,122884945,237
22234,17925337,brooklyn,east flatbush,122498535,37
22235,17926910,manhattan,east harlem,122924398,84
22236,17929219,manhattan,west village,28588488,177
22237,17934924,brooklyn,park slope,2587680,37
22238,17937309,brooklyn,greenpoint,24258807,0
22239,17937356,manhattan,east village,855079,0
22240,17938337,brooklyn,canarsie,96841679,340
22241,17938814,manhattan,upper east side,55199493,91
22242,17938886,brooklyn,bushwick,92277042,56
22243,17940029,queens,whitestone,61875246,157
22244,17940041,brooklyn,crown heights,44951851,0
22245,17940198,brooklyn,bedford-stuyvesant,24383863,1
22246,17941316,queens,jackson heights,121841485,177
22247,17941851,brooklyn,bushwick,1432946,169
22248,17941948,manhattan,stuyvesant town,122922752,0
22249,17943407,manhattan,east village,3463177,52
22250,17943774,queens,long island city,84979306,358
22251,17943817,queens,glendale,123102489,0
22252,17944140,queens,rosedale,107455767,311
22253,17944219,manhattan,upper east side,10744966,0
22254,17944802,manhattan,murray hill,1883931,0
22255,17946985,brooklyn,bedford-stuyvesant,110872398,0
22256,17951580,brooklyn,bedford-stuyvesant,112901574,278
22257,17952472,queens,flushing,105074140,0
22258,17955761,staten island,west brighton,4204783,279
22259,17956381,queens,astoria,4112547,65
22260,17956441,manhattan,upper west side,22541573,328
22261,17957197,manhattan,upper west side,2372486,0
22262,17957521,brooklyn,williamsburg,123233613,259
22263,17957663,brooklyn,bedford-stuyvesant,1036161,23
